reviewId,userName,userImage,content,score,thumbsUpCount,at,text_length,CaseFolding,Cleaning,HapusEmoji,3/Lebih,normalisasi,Stemming,label,numerical_labels,predicted_label,predicted_label_text
ae7950dd-ea21-497a-9b48-10c42d8911c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi tdk bs dibuka,-2,0,2023-02-21 02:13:41,4,aplikasi tdk bs dibuka,tdk bs dibuka,tdk bs dibuka,tdk bs dibuka,tidak bisa dibuka,tidak bisa buka,negatif,0,2,Positif
601941a4-0402-41db-aba6-a64903175690,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kreeeennn Dinas Kependudukan dan Pencatatan Sipil Kabupaten Banggai👍👍👍👍👍,3,0,2023-02-21 02:01:07,8,kreeeennn dinas kependudukan dan pencatatan sipil kabupaten banggai👍👍👍👍👍,kreeeennn dinas kependudukan pencatatan sipil kabupaten banggai,kreeeennn dinas kependudukan pencatatan sipil kabupaten banggai,kren dinas kependudukan pencatatan sipil kabupaten banggai,kren dinas kependudukan pencatatan sipil kabupaten banggai,kren dinas duduk catat sipil kabupaten bangga,positif,2,2,Positif
d7e243e1-9809-4ea0-870b-01ba8de26bc0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jangan suruh orang dowload tapi tidak bisa di gunakan .,-2,0,2023-02-21 01:58:34,10,jangan suruh orang dowload tapi tidak bisa di gunakan .,suruh orang dowload,suruh orang dowload,suruh orang dowload,suruh orang dowload,suruh orang dowload,negatif,0,2,Positif
db2f7de4-435a-4d3c-be7f-a8b791b307f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantaf,0,0,2023-02-21 01:35:49,1,mantaf,mantaf,mantaf,mantaf,mantaf,mantaf,netral,1,0,Negatif
ec0c5b26-8296-408b-9c6c-6e7ef84d33b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantaaaap,5,0,2023-02-21 01:29:53,1,mantaaaap,mantaaaap,mantaaaap,mantap,mantap,mantap,positif,2,0,Negatif
af5e0317-45d9-497a-a5e0-9f3bf9c6cabd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat puas pakai aplikasih ini,3,0,2023-02-21 01:29:32,5,sangat puas pakai aplikasih ini,puas pakai aplikasih,puas pakai aplikasih,puas pakai aplikasih,puas pakai aplikasih,puas pakai aplikasih,positif,2,2,Positif
b47d1487-b13f-4d04-9458-6d1ee9f66c98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gajelas gini apliksinya baru download tiba-tiba masukan pin. Daftar saja belum udah suruh login,-9,0,2023-02-21 01:26:59,14,gajelas gini apliksinya baru download tiba-tiba masukan pin. daftar saja belum udah suruh login,gajelas gini apliksinya download tibatiba masukan pin daftar suruh login,gajelas gini apliksinya download tibatiba masukan pin daftar suruh login,gajelas gini apliksinya download tibatiba masukan pin daftar suruh login,tidak jelas begini apliksinya unduh tibatiba masukan pin daftar suruh login,tidak jelas begini apliksinya unduh tibatiba masuk pin daftar suruh login,negatif,0,0,Negatif
0648bae2-d331-4f20-8369-0bd628990620,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,2023-02-21 01:18:54,1,mantap,mantap,mantap,mantap,mantap,mantap,positif,2,0,Negatif
15122602-03af-42e0-afff-b92832062bf8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mengapa dokumen lainnya tidak muncul, padahal sebelumnya muncul. (keterangannya data tidak ditemukan)",3,0,2023-02-21 00:02:02,12,"mengapa dokumen lainnya tidak muncul, padahal sebelumnya muncul. (keterangannya data tidak ditemukan)",dokumen muncul muncul keterangannya data ditemukan,dokumen muncul muncul keterangannya data ditemukan,dokumen muncul muncul keterangannya data ditemukan,dokumen muncul muncul keterangannya data ditemukan,dokumen muncul muncul terang data temu,positif,2,1,Netral
7f6eaab5-246b-4c88-b1be-53bcce0a4bd0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Stuck verifikasi wajah..padahal udh take foto berkali2. Gimana mo lanjut. Tolong programmer nya perbaiki lagi,17,1,2023-02-20 23:16:04,15,stuck verifikasi wajah..padahal udh take foto berkali2. gimana mo lanjut. tolong programmer nya perbaiki lagi,stuck verifikasi wajahpadahal udh take foto berkali gimana mo tolong programmer perbaiki,stuck verifikasi wajahpadahal udh take foto berkali gimana mo tolong programmer perbaiki,stuck verifikasi wajahpadahal udh take foto berkali gimana mo tolong programmer perbaiki,stuck verifikasi wajahpadahal sudah take foto berkali bagaimana mau tolong programmer perbaikan,stuck verifikasi wajahpadahal sudah take foto kali bagaimana mau tolong programmer baik,positif,2,2,Positif
68720cf6-0857-4f75-b08f-5e46bb15de5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Masa ga bisa buka hp ulang sana kantor datang capek mulus orang ga tau tua sampah,-3,0,2023-02-20 21:04:21,16,masa ga bisa buka hp ulang sana kantor datang capek mulus orang ga tau tua sampah,ga buka hp ulang kantor capek mulus orang ga tau tua sampah,ga buka hp ulang kantor capek mulus orang ga tau tua sampah,ga buka hp ulang kantor capek mulus orang ga tau tua sampah,tidak buka handphone ulang kantor capek mulus orang tidak tahu tua sampah,tidak buka handphone ulang kantor capek mulus orang tidak tahu tua sampah,negatif,0,0,Negatif
005c8f2f-8bca-46a2-a5ba-91daccadcaee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App masih banyak kekuranganya, saat mau daftar terjadi kesalahan koneksi gitu terus gnti hp yg satunya jg sama, aku kira hp saya yg kentang trnyata appnya yg kentang, semoga ada perbaikan di appnya thx...",16,3,2023-02-20 19:11:31,34,"app masih banyak kekuranganya, saat mau daftar terjadi kesalahan koneksi gitu terus gnti hp yg satunya jg sama, aku kira hp saya yg kentang trnyata appnya yg kentang, semoga ada perbaikan di appnya thx...",kekuranganya daftar kesalahan koneksi gnti hp satunya jg hp kentang trnyata appnya kentang perbaikan appnya thx,kekuranganya daftar kesalahan koneksi gnti hp satunya jg hp kentang trnyata appnya kentang perbaikan appnya thx,kekuranganya daftar kesalahan koneksi gnti hp satunya jg hp kentang trnyata appnya kentang perbaikan appnya thx,kekuranganya daftar kesalahan koneksi ganti handphone satunya juga handphone kentang ternyata appnya kentang perbaikan appnya terima kasih,kekuranganya daftar salah koneksi ganti handphone satu juga handphone kentang nyata appnya kentang baik appnya terima kasih,positif,2,0,Negatif
54944b83-ff0b-40c5-ba9d-31fa0276ada9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak bisa mengambil foto,-2,0,2023-02-20 17:00:03,4,tidak bisa mengambil foto,mengambil foto,mengambil foto,mengambil foto,mengambil foto,ambil foto,negatif,0,2,Positif
26566db7-5787-4cdd-8d64-eb2002d6bef8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kalo belom siap gak usah sok sok an digital,-6,0,2023-02-20 16:26:01,9,kalo belom siap gak usah sok sok an digital,kalo belom gak sok sok an digital,kalo belom gak sok sok an digital,kalo belom gak sok sok an digital,kalau belum tidak sok sok an digital,kalau belum tidak sok sok an digital,negatif,0,2,Positif
d2cbcba0-7b05-4a3a-a347-0f94432c2a6b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Susah banget udah photo silahkan scen QR QR nya ga ada mau scennya gimana,-5,0,2023-02-20 15:29:35,14,susah banget udah photo silahkan scen qr qr nya ga ada mau scennya gimana,susah photo silahkan scen qr qr ga scennya gimana,susah photo silahkan scen qr qr ga scennya gimana,susah photo silahkan scen qr qr ga scennya gimana,susah photo silahkan scen qr qr tidak scennya bagaimana,susah photo silah scen qr qr tidak scennya bagaimana,negatif,0,2,Positif
fc96e315-d4c3-42eb-95b9-2dfee06a4d88,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi menipu,0,0,2023-02-20 13:39:20,2,aplikasi menipu,menipu,menipu,menipu,menipu,tipu,netral,1,2,Positif
d967a4fe-b0dc-48bf-8945-9cf777ab4b13,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Maman taplak,0,0,2023-02-20 13:32:04,2,maman taplak,maman taplak,maman taplak,maman taplak,maman taplak,maman taplak,netral,1,2,Positif
16b2546b-d22a-4cd4-978b-441b27e017e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"azas mudah dan praktisnya malah dipersulit dengan harus scan barcode dari dukcapil,, itu mah sama aja bukan mempermudah atuh",6,0,2023-02-20 12:55:12,19,"azas mudah dan praktisnya malah dipersulit dengan harus scan barcode dari dukcapil,, itu mah sama aja bukan mempermudah atuh",azas mudah praktisnya dipersulit scan barcode mah mempermudah atuh,azas mudah praktisnya dipersulit scan barcode mah mempermudah atuh,azas mudah praktisnya dipersulit scan barcode mah mempermudah atuh,azas mudah praktisnya dipersulit scan barcode mah mempermudah atuh,azas mudah praktis sulit scan barcode mah mudah atuh,positif,2,1,Netral
172a80e9-fda2-432e-930c-5d1245ac013e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dari tadi dicoba,tapi selalu muncul coba lagi",3,0,2023-02-20 12:36:33,7,"dari tadi dicoba,tapi selalu muncul coba lagi",dicobatapi muncul coba,dicobatapi muncul coba,dicobatapi muncul coba,dicobatapi muncul coba,dicobatapi muncul coba,positif,2,0,Negatif
8f0c5583-4d97-4190-b17a-b33b22f70b48,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ambil ngambil pictures ga bs kmn mna,pilihan nya cm kembali dan scan QR, gmn ini ?",-18,0,2023-02-20 12:30:48,16,"ambil ngambil pictures ga bs kmn mna,pilihan nya cm kembali dan scan qr, gmn ini ?",ambil ngambil pictures ga bs kmn mnapilihan cm scan qr gmn,ambil ngambil pictures ga bs kmn mnapilihan cm scan qr gmn,ambil ngambil pictures ga bs kmn mnapilihan cm scan qr gmn,ambil mengambil pictures tidak bisa ke mana mnapilihan cuma scan qr bagaimana,ambil ambil pictures tidak bisa ke mana mnapilihan cuma scan qr bagaimana,negatif,0,0,Negatif
bac4e840-3e59-4e00-9a56-0e66ec52e6d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ribet harus ke dukcapil segala,-5,0,2023-02-20 12:25:35,5,ribet harus ke dukcapil segala,ribet,ribet,ribet,rumit,rumit,negatif,0,0,Negatif
106ee0be-f4de-4c46-9d37-57970786a5c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awal2 menu dokumen lainya sudah sinkron sperti BPJS, NPWP bisa dilihat, sekarang malah gak bisa lagi. Klau sudah bisa lagi di tambahin bintangnya",-5,0,2023-02-20 12:14:01,23,"awal2 menu dokumen lainya sudah sinkron sperti bpjs, npwp bisa dilihat, sekarang malah gak bisa lagi. klau sudah bisa lagi di tambahin bintangnya",menu dokumen lainya sinkron sperti bpjs npwp gak klau tambahin bintangnya,menu dokumen lainya sinkron sperti bpjs npwp gak klau tambahin bintangnya,menu dokumen lainya sinkron sperti bpjs npwp gak klau tambahin bintangnya,menu dokumen lainya sinkron seperti bpjs npwp tidak klau tambahin bintangnya,menu dokumen lai sinkron seperti bpjs npwp tidak klau tambahin bintang,negatif,0,0,Negatif
b628a589-6434-42ae-b1a0-9646c6b1d83d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ambil foto sdh ber kali 2 ga selesai ulang terus ambil foto nya sampai bosan... Ga jadi 2 mohon Aplikasi nya dipermudahkan,-3,0,2023-02-20 12:11:07,22,ambil foto sdh ber kali 2 ga selesai ulang terus ambil foto nya sampai bosan... ga jadi 2 mohon aplikasi nya dipermudahkan,ambil foto sdh ber kali ga selesai ulang ambil foto bosan ga mohon dipermudahkan,ambil foto sdh ber kali ga selesai ulang ambil foto bosan ga mohon dipermudahkan,ambil foto sdh ber kali ga selesai ulang ambil foto bosan ga mohon dipermudahkan,ambil foto sudah ber kali tidak selesai ulang ambil foto bosan tidak mohon dipermudahkan,ambil foto sudah ber kali tidak selesai ulang ambil foto bosan tidak mohon mudah,negatif,0,0,Negatif
33195063-7d4b-441e-9c72-20043bd1bbf9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini tujuan nya sangat bagus , awalnya ,,,Data KTP, Kis, kartu pemilu, kartu vaksin , tapi kenapa semanjak tgl 1februari 2023 data2 tersebut hilang cuma tinggal KTP. Tujuan nya sangat bagus sayang aplikasi eror Usulan , semua data sebaiknya di kembalikan seperti semula dan perlu di tambah seperti Sim ,NPWP, Bank ,Dtks dan kartu2 lain nya . Harap di perbaiki kembali programnya . Kami rakyat berharap aplikasi ini berjalan dengan baik dan benar demi rakyat",14,1,2023-02-20 12:09:50,76,"aplikasi ini tujuan nya sangat bagus , awalnya ,,,data ktp, kis, kartu pemilu, kartu vaksin , tapi kenapa semanjak tgl 1februari 2023 data2 tersebut hilang cuma tinggal ktp. tujuan nya sangat bagus sayang aplikasi eror usulan , semua data sebaiknya di kembalikan seperti semula dan perlu di tambah seperti sim ,npwp, bank ,dtks dan kartu2 lain nya . harap di perbaiki kembali programnya . kami rakyat berharap aplikasi ini berjalan dengan baik dan benar demi rakyat",tujuan bagus data kis kartu pemilu kartu vaksin semanjak tgl februari data hilang tinggal tujuan bagus sayang eror usulan data kembalikan sim npwp bank dtks kartu harap perbaiki programnya rakyat berharap berjalan rakyat,tujuan bagus data kis kartu pemilu kartu vaksin semanjak tgl februari data hilang tinggal tujuan bagus sayang eror usulan data kembalikan sim npwp bank dtks kartu harap perbaiki programnya rakyat berharap berjalan rakyat,tujuan bagus data kis kartu pemilu kartu vaksin semanjak tgl februari data hilang tinggal tujuan bagus sayang eror usulan data kembalikan sim npwp bank dtks kartu harap perbaiki programnya rakyat berharap berjalan rakyat,tujuan bagus data kis kartu pemilu kartu vaksin semanjak tanggal februari data hilang tinggal tujuan bagus sayang error usulan data kembalikan sim npwp bank dtks kartu harap perbaikan programnya rakyat berharap berjalan rakyat,tuju bagus data kis kartu milu kartu vaksin semanjak tanggal februari data hilang tinggal tuju bagus sayang error usul data kembali sim npwp bank dtks kartu harap baik program rakyat harap jalan rakyat,positif,2,2,Positif
6a6c17ea-f4a9-4d40-97c3-4010dff37eed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apakah aplikasi ini compatible utk semua type hp dgn android diatas 8? Versi android sdh 11 tapi pas mau ambil gbr wajah tdk bisa. Hanya ngeblok hitam.,-12,1,2023-02-20 12:05:49,27,apakah aplikasi ini compatible utk semua type hp dgn android diatas 8? versi android sdh 11 tapi pas mau ambil gbr wajah tdk bisa. hanya ngeblok hitam.,compatible utk type hp dgn android diatas versi android sdh pas ambil gbr wajah tdk ngeblok hitam,compatible utk type hp dgn android diatas versi android sdh pas ambil gbr wajah tdk ngeblok hitam,compatible utk type hp dgn android diatas versi android sdh pas ambil gbr wajah tdk ngeblok hitam,compatible untuk type handphone dengan android diatas versi android sudah pas ambil gbr wajah tidak ngeblok hitam,compatible untuk type handphone dengan android atas versi android sudah pas ambil gbr wajah tidak ngeblok hitam,negatif,0,0,Negatif
286bfc97-faf3-4c49-8708-b94700a56e21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tidak berguna sama kayak call centernya, tidak bisa masuk.",-2,1,2023-02-20 11:52:12,9,"tidak berguna sama kayak call centernya, tidak bisa masuk.",berguna call centernya masuk,berguna call centernya masuk,berguna call centernya masuk,berguna call centernya masuk,guna call centernya masuk,negatif,0,2,Positif
bf53163a-5144-4237-b537-720e9bc8d70f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gajelas. ngapain download kalau disuruh ke capil lagi,-8,0,2023-02-20 10:48:31,8,gajelas. ngapain download kalau disuruh ke capil lagi,gajelas ngapain download disuruh capil,gajelas ngapain download disuruh capil,gajelas ngapain download disuruh capil,tidak jelas buat apa unduh disuruh capil,tidak jelas buat apa unduh suruh capil,negatif,0,2,Positif
fbc32256-00aa-4d5e-aaaa-a9c0db27f22b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pengajuan online kok masih di suruh scan ke dinas dukcapil 🤣 otw uninstal pakdhe pakdhe,-8,0,2023-02-20 09:34:19,15,pengajuan online kok masih di suruh scan ke dinas dukcapil 🤣 otw uninstal pakdhe pakdhe,pengajuan online suruh scan dinas otw uninstal pakdhe pakdhe,pengajuan online suruh scan dinas otw uninstal pakdhe pakdhe,pengajuan online suruh scan dinas otw uninstal pakdhe pakdhe,pengajuan daring suruh scan dinas on the way hapus instalan pakdhe pakdhe,aju daring suruh scan dinas on the way hapus instalan pakdhe pakdhe,negatif,0,0,Negatif
457ac407-cc14-4c90-8f1c-bd5634036760,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa tidak tersedia di IOS, jika memang memudahkan pengguna masyarakat se Indonesia harusnya sediakan untuk semua jenis HP tidak malah merepotkan. TOLONG PERBAIKI LAGI APLIKASI BELUM SIAP PAKAI!!!",10,0,2023-02-20 09:18:36,28,"kenapa tidak tersedia di ios, jika memang memudahkan pengguna masyarakat se indonesia harusnya sediakan untuk semua jenis hp tidak malah merepotkan. tolong perbaiki lagi aplikasi belum siap pakai!!!",tersedia ios memudahkan pengguna masyarakat indonesia sediakan jenis hp merepotkan tolong perbaiki pakai,tersedia ios memudahkan pengguna masyarakat indonesia sediakan jenis hp merepotkan tolong perbaiki pakai,tersedia ios memudahkan pengguna masyarakat indonesia sediakan jenis hp merepotkan tolong perbaiki pakai,tersedia ios memudahkan pengguna masyarakat indonesia sediakan jenis handphone merepotkan tolong perbaikan pakai,sedia ios mudah guna masyarakat indonesia sedia jenis handphone repot tolong baik pakai,positif,2,2,Positif
